"DATE","MESSAGE","ROLE","EVENT_ID","TYPE"
2025-07-08 22:34:18.9271,"Finishing Category: Flat Device, Item: OpenCover","OpenCover",89,"end"
2025-07-08 22:34:18.9281,"Starting Category: Telescope, Item: CenterAndRotate, Coordinates RA: 19:59:36; Dec: 22° 43' 16""; Epoch: J2000, Position Angle: 0°","CenterAndRotate",90,"start"
2025-07-08 22:36:52.2598,"Finishing Category: Telescope, Item: CenterAndRotate, Coordinates RA: 19:59:36; Dec: 22° 43' 16""; Epoch: J2000, Position Angle: 0°","CenterAndRotate",90,"end"
2025-07-08 22:36:52.2604,"Starting Category: Filter Wheel, Item: SwitchFilter, Filter: L","SwitchFilter",92,"start"
2025-07-08 22:36:52.2619,"Finishing Category: Filter Wheel, Item: SwitchFilter, Filter: L","SwitchFilter",92,"end"
2025-07-08 22:36:52.2627,"Starting Category: Focuser, Item: RunAutofocus","RunAutofocus",93,"start"
2025-07-08 22:38:59.7452,"Finishing Category: Focuser, Item: RunAutofocus","RunAutofocus",93,"end"
2025-07-08 22:39:13.1429,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",97,"start"
2025-07-08 22:39:13.1444,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",97,"end"
2025-07-08 22:39:13.2055,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",100,"start"
2025-07-08 22:41:14.8264,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",100,"end"
2025-07-08 22:41:14.8955,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",101,"start"
2025-07-08 22:41:14.898,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",101,"end"
2025-07-08 22:41:14.9597,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",104,"start"
2025-07-08 22:43:15.5799,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",104,"end"
2025-07-08 22:43:15.6018,"Starting Category: Guider, Item: Dither","Dither",105,"start"
2025-07-08 22:43:27.2481,"Finishing Category: Guider, Item: Dither","Dither",105,"end"
2025-07-08 22:43:27.3024,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",107,"start"
2025-07-08 22:43:27.3034,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",107,"end"
2025-07-08 22:43:27.3621,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",110,"start"
2025-07-08 22:45:27.9589,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",110,"end"
2025-07-08 22:45:28.0216,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",112,"start"
2025-07-08 22:45:33.2101,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",112,"end"
2025-07-08 22:45:33.2601,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",115,"start"
2025-07-08 22:46:33.8071,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",115,"end"
2025-07-08 22:46:33.8892,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",117,"start"
2025-07-08 22:46:41.1784,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",117,"end"
2025-07-08 22:46:41.2224,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",120,"start"
2025-07-08 22:47:41.7427,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",120,"end"
2025-07-08 22:47:41.8149,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",122,"start"
2025-07-08 22:47:55.1984,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",122,"end"
2025-07-08 22:47:55.2426,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",125,"start"
2025-07-08 22:48:55.7805,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",125,"end"
2025-07-08 22:48:55.8823,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",127,"start"
2025-07-08 22:49:01.2176,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",127,"end"
2025-07-08 22:49:01.2832,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",130,"start"
2025-07-08 22:51:01.9328,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",130,"end"
2025-07-08 22:51:01.9972,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",131,"start"
2025-07-08 22:51:01.9984,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",131,"end"
2025-07-08 22:51:02.0426,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",134,"start"
2025-07-08 22:53:02.608,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",134,"end"
2025-07-08 22:53:02.6598,"Starting Category: Guider, Item: Dither","Dither",135,"start"
2025-07-08 22:53:13.9554,"Finishing Category: Guider, Item: Dither","Dither",135,"end"
2025-07-08 22:53:14.0105,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",137,"start"
2025-07-08 22:53:14.0116,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",137,"end"
2025-07-08 22:53:14.0499,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",140,"start"
2025-07-08 22:55:14.6401,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",140,"end"
2025-07-08 22:55:14.7395,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",142,"start"
2025-07-08 22:55:39.9772,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",142,"end"
2025-07-08 22:55:40.0652,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",145,"start"
2025-07-08 22:56:40.6447,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",145,"end"
2025-07-08 22:56:40.7101,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",147,"start"
2025-07-08 22:56:49.9718,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",147,"end"
2025-07-08 22:56:50.016,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",150,"start"
2025-07-08 22:57:50.6273,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",150,"end"
2025-07-08 22:57:50.6915,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",152,"start"
2025-07-08 22:57:55.9735,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",152,"end"
2025-07-08 22:57:56.0123,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",155,"start"
2025-07-08 22:58:56.6435,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",155,"end"
2025-07-08 22:58:56.7358,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",157,"start"
2025-07-08 22:59:02.0034,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",157,"end"
2025-07-08 22:59:02.0413,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",160,"start"
2025-07-08 23:01:02.5922,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",160,"end"
2025-07-08 23:01:02.6461,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",161,"start"
2025-07-08 23:01:02.6473,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",161,"end"
2025-07-08 23:01:02.6867,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",164,"start"
2025-07-08 23:03:03.2878,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",164,"end"
2025-07-08 23:03:03.3167,"Starting Category: Guider, Item: Dither","Dither",165,"start"
2025-07-08 23:03:14.6394,"Finishing Category: Guider, Item: Dither","Dither",165,"end"
2025-07-08 23:03:14.6886,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",167,"start"
2025-07-08 23:03:14.6899,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",167,"end"
2025-07-08 23:03:14.726,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",170,"start"
2025-07-08 23:05:15.3385,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",170,"end"
2025-07-08 23:05:15.4119,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",172,"start"
2025-07-08 23:05:20.0018,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",172,"end"
2025-07-08 23:05:20.0425,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",175,"start"
2025-07-08 23:06:20.6152,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",175,"end"
2025-07-08 23:06:20.667,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",177,"start"
2025-07-08 23:06:25.9942,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",177,"end"
2025-07-08 23:06:26.0387,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",180,"start"
2025-07-08 23:07:26.6188,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",180,"end"
2025-07-08 23:07:26.6769,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",182,"start"
2025-07-08 23:07:31.9642,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",182,"end"
2025-07-08 23:07:32.0083,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",185,"start"
2025-07-08 23:08:32.5984,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",185,"end"
2025-07-08 23:08:32.6797,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",187,"start"
2025-07-08 23:08:37.9913,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",187,"end"
2025-07-08 23:08:38.0284,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",190,"start"
2025-07-08 23:10:38.5896,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",190,"end"
2025-07-08 23:10:38.6386,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",191,"start"
2025-07-08 23:10:38.6397,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",191,"end"
2025-07-08 23:10:38.6771,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",194,"start"
2025-07-08 23:12:39.2517,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",194,"end"
2025-07-08 23:12:39.2701,"Starting Category: Guider, Item: Dither","Dither",195,"start"
2025-07-08 23:12:50.5295,"Finishing Category: Guider, Item: Dither","Dither",195,"end"
2025-07-08 23:12:50.5754,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",197,"start"
2025-07-08 23:12:50.5768,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",197,"end"
2025-07-08 23:12:50.6178,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",200,"start"
2025-07-08 23:14:51.1451,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",200,"end"
2025-07-08 23:14:51.2079,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",202,"start"
2025-07-08 23:14:55.9812,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",202,"end"
2025-07-08 23:14:56.0199,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",205,"start"
2025-07-08 23:15:56.5098,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",205,"end"
2025-07-08 23:15:56.5668,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",207,"start"
2025-07-08 23:16:02.011,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",207,"end"
2025-07-08 23:16:02.0582,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",210,"start"
2025-07-08 23:17:02.6256,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",210,"end"
2025-07-08 23:17:02.686,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",212,"start"
2025-07-08 23:17:07.9753,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",212,"end"
2025-07-08 23:17:08.0144,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",215,"start"
2025-07-08 23:18:08.5805,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",215,"end"
2025-07-08 23:18:08.677,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",217,"start"
2025-07-08 23:18:13.9873,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",217,"end"
2025-07-08 23:18:14.0556,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",220,"start"
2025-07-08 23:20:14.5669,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",220,"end"
2025-07-08 23:20:14.6304,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",221,"start"
2025-07-08 23:20:14.6316,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",221,"end"
2025-07-08 23:20:14.6727,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",224,"start"
2025-07-08 23:22:15.2706,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",224,"end"
2025-07-08 23:22:15.2962,"Starting Category: Guider, Item: Dither","Dither",225,"start"
2025-07-08 23:22:26.0469,"Finishing Category: Guider, Item: Dither","Dither",225,"end"
2025-07-08 23:22:26.106,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",227,"start"
2025-07-08 23:22:26.1072,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",227,"end"
2025-07-08 23:22:26.1488,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",230,"start"
2025-07-08 23:24:26.679,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",230,"end"
2025-07-08 23:24:26.7375,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",232,"start"
2025-07-08 23:24:31.9592,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R","SwitchFilter",232,"end"
2025-07-08 23:24:32.0228,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",235,"start"
2025-07-08 23:25:32.501,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",235,"end"
2025-07-08 23:25:32.5651,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",237,"start"
2025-07-08 23:25:37.9892,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G","SwitchFilter",237,"end"
2025-07-08 23:25:38.0257,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",240,"start"
2025-07-08 23:26:38.5589,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",240,"end"
2025-07-08 23:26:38.6171,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",242,"start"
2025-07-08 23:26:46.0099,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B","SwitchFilter",242,"end"
2025-07-08 23:26:46.0457,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",245,"start"
2025-07-08 23:27:46.6161,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",245,"end"
2025-07-08 23:27:46.7109,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",247,"start"
2025-07-08 23:27:52.0073,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",247,"end"
2025-07-08 23:27:52.0513,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",250,"start"
2025-07-08 23:29:52.6925,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",250,"end"
2025-07-08 23:29:52.7499,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",251,"start"
2025-07-08 23:29:52.7511,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L","SwitchFilter",251,"end"
2025-07-08 23:29:52.7896,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",254,"start"
2025-07-08 23:31:53.3235,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 120, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1","TakeExposure",254,"end"
2025-07-08 23:31:53.3403,"Starting Category: Guider, Item: Dither","Dither",255,"start"
2025-07-08 23:32:06.6017,"Finishing Category: Guider, Item: Dither","Dither",255,"end"
